ID Sprzedawcy, Imie sprzedawcy, Nazwisko Sprzedawcy, Pensja, Data zatrudnienia, Pesel, Oddzial, Stanowisko, Kraj, Region, Miasto, Procent znizki, Data urodzenia, Numer identyfikacyjny, Plec
262,Mirogniew,Kowalski,1846.39,2009-03-18,16752392291,ODDZ__098,Sprzedawca,Francja,Owernia,CITY,51,1985-09-13,Ef6mFPh4G,M
263,Romuald,Krawczyk,8501.19,2015-04-27,52382728197,ODDZ__087,Mlodszy sprzedawca,Hiszpania,Madryt,CITY,23,1995-01-25,WsgVKkigl,M
264,Zbigniewa,Kiepski,6372.09,2012-02-10,85903930567,ODDZ__030,Mlodszy sprzedawca,Hiszpania,Kantabria,CITY,33,1984-09-17,XYFNpV85K,K
265,Sulimierz,Kowalski,6852.33,2007-02-26,45247733996,ODDZ__045,Mlodszy sprzedawca,Polska,Mazury,CITY,48,1995-12-23,DrEfiJBL2,M
266,Chociesław,Kiepski,8891.00,2017-04-08,68054534260,ODDZ__052,Sprzedawca,Francja,Akwitania,CITY,17,1983-02-01,WHGKGMjC7,M
267,Ewdokia,Nowak,2902.67,2008-06-06,76047945245,ODDZ__014,Glowny sprzedawca,Hiszpania,Murcja,CITY,42,1983-03-03,ElpbG7NvI,K
268,Bożywoj,Krawczyk,5050.50,2005-08-18,75396550598,ODDZ__073,Glowny sprzedawca,Hiszpania,Murcja,CITY,5,1973-02-14,gk8vkvi4c,M
269,Erast,Jopek,4413.89,2014-01-22,05809829913,ODDZ__076,Sprzedawca,Francja,Burgundia,CITY,53,1977-11-02,DG5BRxkUd,M
270,Beatrycze,Kowalski,2944.29,2008-02-27,61458432588,ODDZ__037,Mlodszy sprzedawca,Polska,Pomorze,CITY,15,1973-05-25,rFTURMtpy,K
271,Żegota,Jopek,8811.47,2002-03-24,63074451552,ODDZ__074,Glowny sprzedawca,Hiszpania,Nawarra,CITY,10,1993-11-25,Qsbyt5YHB,K
272,Zenobiusz,Krawczyk,5519.93,2005-01-15,11728604206,ODDZ__031,Sprzedawca,Francja,Akwitania,CITY,49,1981-11-21,SSTtEmvbg,M
273,Serafina,Nowak,3268.73,2011-05-23,06271909525,ODDZ__014,Mlodszy sprzedawca,Hiszpania,Madryt,CITY,33,1996-05-21,T7pCFWwSB,K
274,Tomira,Kiepski,9881.14,2004-01-06,65035791826,ODDZ__040,Mlodszy sprzedawca,Polska,Mazury,CITY,44,1997-11-23,KyBWTrXBG,K
275,Antonin,Krawczyk,5089.46,2015-03-21,05827841051,ODDZ__099,Sprzedawca,Hiszpania,Nawarra,CITY,39,1976-09-10,jj3pWqwSv,M
276,Dalila,Jopek,2688.46,2015-11-17,00875049659,ODDZ__00,Mlodszy sprzedawca,Hiszpania,Murcja,CITY,12,1985-01-04,T0sSxrqk0,K
277,Festus,Krawczyk,2045.82,2002-01-31,81904202775,ODDZ__052,Glowny sprzedawca,Polska,Bieszczady,CITY,24,1974-02-05,5vNJRuN6G,M
278,Urlyk,Kowalski,2125.43,2003-01-17,96222239473,ODDZ__027,Sprzedawca,Francja,Akwitania,CITY,24,1975-05-07,mDOdig41l,M
279,Gabriela,Nowak,4110.12,2006-04-24,44074953837,ODDZ__034,Sprzedawca,Hiszpania,Kantabria,CITY,5,1978-09-18,OiyLSUnTv,K
280,Czechasz,Krawczyk,4608.58,2006-01-25,65756852891,ODDZ__096,Mlodszy sprzedawca,Polska,Tatry,CITY,14,1983-07-29,0Jk2WIYBM,M
281,Czcibora,Kiepski,6250.80,2011-10-31,30096576522,ODDZ__050,Glowny sprzedawca,Francja,Owernia,CITY,2,1975-04-06,s14sku2TQ,K
282,Odilla,Kowalski,9950.78,2010-03-23,25416921169,ODDZ__097,Glowny sprzedawca,Hiszpania,Murcja,CITY,38,1976-07-25,bb5iTbBDX,K
283,Fides,Kowalski,7324.91,2000-06-16,49666629062,ODDZ__051,Glowny sprzedawca,Hiszpania,Madryt,CITY,55,1987-05-12,6CH63YIkN,M
284,Boguchwała,Kowalski,8399.13,2000-03-20,08701920385,ODDZ__086,Mlodszy sprzedawca,Hiszpania,Madryt,CITY,59,1983-03-18,7p5E616lE,K
285,Orfeusz,Krawczyk,4589.56,2009-10-23,11949783625,ODDZ__087,Glowny sprzedawca,Polska,Tatry,CITY,19,1993-07-30,c0T8PemhU,M
286,Zbisław,Kiepski,7406.76,2000-02-10,20128372068,ODDZ__043,Sprzedawca,Polska,Mazury,CITY,32,1994-03-13,C7RwPI4YJ,M
287,Mira,Nowak,7916.04,2008-08-03,79621853694,ODDZ__048,Mlodszy sprzedawca,Polska,Tatry,CITY,39,1975-03-14,0YelRyxvr,K
288,Artus,Krawczyk,5992.33,2011-07-16,55941651308,ODDZ__089,Sprzedawca,Hiszpania,Madryt,CITY,35,1998-05-05,VPmHSCpyB,M
289,Geraldyna,Kowalski,9328.80,2012-04-13,09036385715,ODDZ__019,Sprzedawca,Hiszpania,Nawarra,CITY,26,1978-03-21,TevodHpFp,K
290,Potencjana,Kowalski,2188.53,2009-11-30,75252559141,ODDZ__064,Mlodszy sprzedawca,Polska,Bieszczady,CITY,48,1988-10-18,PWPKX6knm,K
291,Wisława,Nowak,5201.39,2009-02-04,68232819774,ODDZ__041,Mlodszy sprzedawca,Polska,Bieszczady,CITY,40,1971-04-24,rdRJHfmfV,K
292,Chwalisław,Kowalski,9787.42,2006-01-03,56378535833,ODDZ__00,Sprzedawca,Hiszpania,Murcja,CITY,35,1995-09-02,54TJ08tk6,M
293,Bronimir,Kowalski,7293.93,2002-12-12,30897660592,ODDZ__095,Sprzedawca,Hiszpania,Barcelona,CITY,26,1984-11-08,3riVFj7Cw,M
294,Bohusz,Krawczyk,8902.49,2013-12-06,25404764011,ODDZ__070,Sprzedawca,Hiszpania,Murcja,CITY,15,1998-02-01,rOI7F0n5l,M
295,Kastor,Jopek,9477.82,2009-12-22,03894795035,ODDZ__040,Mlodszy sprzedawca,Francja,Akwitania,CITY,16,1983-10-07,ydsfEu1st,M
296,Marta,Kowalski,3404.18,2001-06-16,29313136642,ODDZ__051,Sprzedawca,Hiszpania,Madryt,CITY,34,1972-02-03,2yydl84To,K
297,Wiktoryna,Krawczyk,3423.63,2001-08-12,26211223511,ODDZ__069,Glowny sprzedawca,Polska,Mazury,CITY,20,1975-10-30,8FewwUJcL,K
298,Metoda,Jopek,8559.92,2010-03-08,32548709210,ODDZ__08,Glowny sprzedawca,Francja,Akwitania,CITY,15,1979-06-10,tIJ7dvIcu,K
299,Adela,Jopek,3729.02,2017-05-08,78102283102,ODDZ__016,Sprzedawca,Hiszpania,Madryt,CITY,26,1970-10-01,oyPRfGjjP,K
300,Nehemiasz,Jopek,2696.42,2015-05-15,38338439915,ODDZ__061,Mlodszy sprzedawca,Francja,Akwitania,CITY,4,1979-01-02,ETDerQvEE,M
301,Naum,Kowalski,5485.73,2013-06-09,66840350620,ODDZ__030,Glowny sprzedawca,Polska,Bieszczady,CITY,59,1996-10-19,y4b0T8qH4,M
302,Dobrogost,Kowalski,5887.68,2006-12-28,87858762391,ODDZ__04,Sprzedawca,Hiszpania,Nawarra,CITY,59,1975-06-21,81yfqJoFP,M
303,Ali,Nowak,5279.11,2007-03-11,15192414168,ODDZ__088,Sprzedawca,Polska,Mazury,CITY,18,1985-08-16,I2JwJRjLp,M
304,Herbert,Kiepski,7561.92,2001-05-21,70313759217,ODDZ__053,Mlodszy sprzedawca,Hiszpania,Barcelona,CITY,38,1992-01-23,ny6qDoOmg,M
305,Konrada,Kiepski,8418.32,2017-06-12,49185777014,ODDZ__041,Mlodszy sprzedawca,Francja,Akwitania,CITY,21,1993-01-29,TGlh5eEn6,K
306,Borzywoj,Jopek,2907.64,2008-09-17,73426801203,ODDZ__081,Glowny sprzedawca,Francja,Owernia,CITY,41,1986-07-23,0Six2f8r8,M
307,Niezamysł,Kiepski,3445.77,2013-01-29,03852757348,ODDZ__059,Sprzedawca,Hiszpania,Murcja,CITY,60,1978-01-28,uDKmBuYME,M
308,Herbert,Kowalski,8552.77,2002-06-22,33274280047,ODDZ__031,Glowny sprzedawca,Francja,Akwitania,CITY,47,1997-10-03,ENTGCYIs2,M
309,Zelmira,Kiepski,2999.46,2000-10-12,62193570157,ODDZ__023,Glowny sprzedawca,Polska,Pomorze,CITY,9,1998-09-24,1xI3COS5h,K
310,Ingeborga,Krawczyk,5220.90,2005-06-13,75137545630,ODDZ__011,Sprzedawca,Polska,Pomorze,CITY,29,1993-09-16,mTK7nJFSN,K
311,Wiaczesław,Kowalski,9127.38,2015-11-25,29826528088,ODDZ__047,Mlodszy sprzedawca,Francja,Burgundia,CITY,5,1986-08-12,OE20nv5I3,M
312,Otniel,Nowak,6376.19,2000-04-16,45001802189,ODDZ__042,Sprzedawca,Francja,Burgundia,CITY,35,1972-01-13,kl3nmjfcd,M
313,Antoni,Kiepski,2353.75,2007-08-20,44509736365,ODDZ__027,Mlodszy sprzedawca,Hiszpania,Kantabria,CITY,12,1992-04-21,Iwm8uLGL6,M
314,Wolimir,Jopek,4669.36,2003-04-17,13888427477,ODDZ__051,Glowny sprzedawca,Polska,Bieszczady,CITY,18,1998-03-01,JgyuBT7ln,M
315,JÃ³zefa,Kiepski,4584.62,2001-02-28,04491584924,ODDZ__079,Mlodszy sprzedawca,Francja,Burgundia,CITY,31,1970-12-28,2k3PhE1VJ,K
316,Cyriaka,Jopek,8148.83,2017-04-07,76067908682,ODDZ__045,Glowny sprzedawca,Hiszpania,Madryt,CITY,54,1989-05-30,cY7f6RXrs,K
317,Adrian,Jopek,3423.82,2010-11-30,58620899725,ODDZ__061,Sprzedawca,Francja,Burgundia,CITY,9,1979-10-10,bnQTXb6yN,M
318,Ewdokia,Krawczyk,8084.46,2004-08-15,66350815563,ODDZ__022,Sprzedawca,Polska,Tatry,CITY,22,1978-05-03,2u1tUB2jM,K
319,Sulimir,Nowak,7793.85,2005-07-03,12004558562,ODDZ__038,Mlodszy sprzedawca,Francja,Akwitania,CITY,38,1974-03-21,Ik1mSp2DW,M
320,Zbisław,Nowak,7739.10,2000-09-16,00751137479,ODDZ__052,Glowny sprzedawca,Polska,Tatry,CITY,7,1993-04-01,xb2WvQM3U,M
321,Daria,Kowalski,7787.43,2014-04-20,12125792321,ODDZ__00,Glowny sprzedawca,Polska,Bieszczady,CITY,14,1976-02-01,XRs6u3q0R,K
322,Gustaw,Jopek,9839.55,2012-02-27,30467776480,ODDZ__034,Mlodszy sprzedawca,Hiszpania,Murcja,CITY,33,1979-08-05,7CrGWVXWs,M
323,Sławoj,Krawczyk,4448.36,2001-04-23,34818488592,ODDZ__032,Sprzedawca,Polska,Bieszczady,CITY,4,1972-09-14,wJ4etl4Bp,M
324,Przybyczest,Kowalski,3741.88,2012-05-20,26337433941,ODDZ__098,Glowny sprzedawca,Polska,Tatry,CITY,32,1987-02-10,2uLwPHEVR,M
325,Areta,Nowak,4313.73,2001-01-18,16046347376,ODDZ__021,Mlodszy sprzedawca,Francja,Burgundia,CITY,13,1970-10-28,j2PCKOoFF,K
326,Otniel,Kiepski,3525.64,2003-06-23,47832484995,ODDZ__070,Sprzedawca,Polska,Bieszczady,CITY,4,1981-01-10,Ko7sKWIR1,M
327,Wiera,Kowalski,1562.11,2010-03-27,05146759422,ODDZ__05,Mlodszy sprzedawca,Polska,Tatry,CITY,30,1982-04-13,8PXyPmXDC,K
328,Leokadia,Kowalski,4003.48,2012-10-23,18444638625,ODDZ__057,Glowny sprzedawca,Francja,Akwitania,CITY,52,1989-08-01,g01xX7jOT,K
329,Witalian,Kiepski,3621.60,2000-12-12,29656220727,ODDZ__027,Glowny sprzedawca,Hiszpania,Kantabria,CITY,24,1977-09-10,E8dHfHUTm,M
330,Męcimir,Jopek,8097.38,2008-02-13,12780036665,ODDZ__04,Sprzedawca,Hiszpania,Nawarra,CITY,9,1990-02-22,1Vchs7bjy,M
331,Chociemir,Krawczyk,9205.21,2013-03-14,11232985781,ODDZ__035,Glowny sprzedawca,Hiszpania,Barcelona,CITY,29,1992-03-01,oDG5Nvw28,M
332,Maciej,Nowak,9278.70,2011-08-29,11169440440,ODDZ__031,Glowny sprzedawca,Francja,Akwitania,CITY,47,1988-02-22,XFhMVmt5n,M
333,Uriasz,Kiepski,2943.26,2004-10-26,87702268009,ODDZ__079,Sprzedawca,Francja,Burgundia,CITY,43,1989-01-10,Fss3tbS0R,M
334,Czesław,Jopek,5877.03,2009-12-28,99300384122,ODDZ__043,Glowny sprzedawca,Francja,Burgundia,CITY,26,1998-09-14,huJDIjtob,M
335,Czcisław,Krawczyk,6261.22,2000-11-10,50840041119,ODDZ__046,Glowny sprzedawca,Polska,Tatry,CITY,30,1974-06-29,uVpDVEtLx,M
336,Loretta,Jopek,5103.55,2008-05-29,85099072107,ODDZ__029,Sprzedawca,Hiszpania,Kantabria,CITY,6,1973-03-26,wn6dpSEX7,K
337,Bolesław,Jopek,7308.68,2011-03-23,76997994936,ODDZ__027,Glowny sprzedawca,Polska,Tatry,CITY,7,1983-11-25,2f1mHUNWn,M
338,Cezara,Jopek,8831.27,2014-11-23,75746876862,ODDZ__081,Glowny sprzedawca,Hiszpania,Kantabria,CITY,31,1978-03-03,E14C8uC02,K
339,Kanty,Kiepski,7080.55,2005-10-26,05601453565,ODDZ__08,Glowny sprzedawca,Francja,Akwitania,CITY,35,1988-03-24,03s1Effku,M
340,Margot,Jopek,6538.23,2007-01-01,79959458923,ODDZ__080,Sprzedawca,Hiszpania,Nawarra,CITY,11,1979-09-05,XMHCGwT5I,K
341,Kewin,Jopek,8538.03,2014-01-04,85191316304,ODDZ__048,Sprzedawca,Hiszpania,Murcja,CITY,17,1970-07-27,mi4twoUqF,M
342,Czesław,Jopek,5210.67,2010-12-18,45857278806,ODDZ__071,Mlodszy sprzedawca,Polska,Pomorze,CITY,49,1998-11-17,LqWh4i23E,M
343,Władymir,Jopek,8517.44,2011-06-13,60696194287,ODDZ__072,Glowny sprzedawca,Polska,Pomorze,CITY,57,1996-02-14,CCCGnX8Ws,M
344,Siemomysł,Jopek,7757.00,2002-07-05,44764649191,ODDZ__081,Glowny sprzedawca,Hiszpania,Nawarra,CITY,5,1996-04-15,KNjekgKRE,M
345,Laza,Nowak,4872.27,2000-05-26,90084008182,ODDZ__058,Mlodszy sprzedawca,Francja,Akwitania,CITY,20,1972-06-02,t6pxvxkfX,K
346,Edwin,Kowalski,7921.22,2011-03-14,23809294599,ODDZ__049,Sprzedawca,Hiszpania,Murcja,CITY,47,1998-07-13,C12eEi0MQ,M
347,Edwin,Jopek,5273.52,2005-10-21,39468415821,ODDZ__052,Glowny sprzedawca,Polska,Tatry,CITY,25,1970-07-11,HxgcCj7Kt,M
348,Boromeusz,Jopek,2136.60,2000-12-19,61009404773,ODDZ__078,Sprzedawca,Francja,Owernia,CITY,56,1997-09-23,dM1sjx3SW,M
349,Pantaleon,Nowak,5937.02,2017-06-30,37612538519,ODDZ__05,Glowny sprzedawca,Hiszpania,Kantabria,CITY,14,1991-11-03,m2NNs4sg0,M
350,Biruta,Jopek,8710.94,2010-09-16,82211202440,ODDZ__024,Sprzedawca,Polska,Tatry,CITY,59,1985-12-17,K0qLyBmUe,K
351,Bronisław,Jopek,4060.00,2003-01-26,97935001625,ODDZ__093,Glowny sprzedawca,Polska,Pomorze,CITY,7,1994-09-16,PxyxbFg8T,M
352,Benedykta,Krawczyk,8233.41,2007-06-25,11620995170,ODDZ__021,Glowny sprzedawca,Hiszpania,Kantabria,CITY,58,1997-07-27,6XowFvvEL,K
353,Dziersława,Jopek,4861.36,2017-05-31,26133003688,ODDZ__011,Sprzedawca,Hiszpania,Nawarra,CITY,9,1993-02-06,mYXb64HmQ,K
354,Zorian,Kiepski,8766.73,2003-05-11,81447136951,ODDZ__092,Glowny sprzedawca,Polska,Mazury,CITY,36,1985-12-23,cI5KK5vv4,M
355,Sława,Kowalski,4262.50,2013-05-13,17052143892,ODDZ__023,Sprzedawca,Francja,Burgundia,CITY,11,1998-08-29,moK55QbfU,K
356,Jadwiga,Kowalski,2198.35,2006-12-12,88645223236,ODDZ__025,Sprzedawca,Hiszpania,Kantabria,CITY,58,1982-07-01,sJiXev4En,K
357,Amanda,Kowalski,4753.29,2011-10-03,31375735791,ODDZ__02,Glowny sprzedawca,Polska,Tatry,CITY,15,1995-11-21,nybnYMSgI,K
358,Kalina,Krawczyk,5516.86,2001-08-01,26165280954,ODDZ__069,Glowny sprzedawca,Polska,Tatry,CITY,28,1993-05-27,gp6HS6YsX,K
359,Konrad,Jopek,2328.76,2010-04-02,63586065850,ODDZ__07,Glowny sprzedawca,Polska,Bieszczady,CITY,22,1980-03-10,eQe50gDvW,M
360,Przedwoj,Nowak,2576.32,2000-09-04,35333397778,ODDZ__078,Mlodszy sprzedawca,Hiszpania,Barcelona,CITY,60,1975-03-20,vwiLBSU0i,M
361,Chrystian,Krawczyk,3817.09,2006-02-18,10897900525,ODDZ__084,Glowny sprzedawca,Hiszpania,Murcja,CITY,33,1976-11-07,eTyV8jKvP,M
362,Pola,Jopek,7209.69,2004-05-06,31731059860,ODDZ__016,Mlodszy sprzedawca,Polska,Tatry,CITY,39,1988-02-07,cXiCYuFst,K
363,Wielisław,Kiepski,2159.95,2008-07-23,31163657731,ODDZ__010,Sprzedawca,Polska,Bieszczady,CITY,51,1997-11-01,s6RWSnJsg,M
364,Zygfryd,Kiepski,5186.23,2002-04-11,67738637340,ODDZ__095,Sprzedawca,Polska,Bieszczady,CITY,50,1979-09-30,7PS7cFmdR,M
365,Aisza,Nowak,5801.50,2003-10-05,22889370314,ODDZ__010,Sprzedawca,Francja,Akwitania,CITY,32,1973-11-13,D73nPTUW4,K
366,Wiera,Kiepski,3700.25,2009-03-20,43244319527,ODDZ__089,Glowny sprzedawca,Hiszpania,Kantabria,CITY,22,1987-08-25,5mEf7GfKy,K
367,Oda,Nowak,7277.86,2006-03-10,34485887619,ODDZ__042,Sprzedawca,Hiszpania,Kantabria,CITY,44,1983-11-03,crer6Y5LX,K
368,Jewdocha,Kowalski,2559.36,2013-06-07,99497029312,ODDZ__015,Glowny sprzedawca,Hiszpania,Asturia,CITY,39,1973-02-18,I48cp3EBP,K
369,Stefan,Jopek,3556.03,2011-05-26,86188707321,ODDZ__075,Mlodszy sprzedawca,Francja,Burgundia,CITY,8,1992-01-10,PjPHL5cr8,M
370,Gwalbert,Nowak,5448.58,2011-12-26,15012277664,ODDZ__04,Mlodszy sprzedawca,Polska,Pomorze,CITY,41,1984-07-26,KjbkxIWxY,M
371,Fidelis,Nowak,2993.73,2005-03-29,71966016317,ODDZ__021,Glowny sprzedawca,Hiszpania,Murcja,CITY,25,1998-09-08,LsoIYK35k,M
372,Trzebisława,Jopek,6267.89,2004-12-01,69456100442,ODDZ__070,Glowny sprzedawca,Hiszpania,Asturia,CITY,8,1979-09-20,BhviEwN3N,K
373,Krystyna,Jopek,9531.10,2016-10-06,37584178392,ODDZ__08,Mlodszy sprzedawca,Francja,Burgundia,CITY,29,1976-02-03,JsuFwyC26,K
374,Borys,Kowalski,9008.58,2006-03-12,69488598206,ODDZ__094,Glowny sprzedawca,Francja,Burgundia,CITY,17,1970-05-14,0wf8h7GNx,M
375,Donat,Nowak,6523.17,2013-05-04,31137783209,ODDZ__042,Sprzedawca,Polska,Mazury,CITY,7,1975-12-24,ykW8gieIX,M
376,Angelina,Nowak,3015.53,2001-07-26,53544644419,ODDZ__06,Sprzedawca,Polska,Bieszczady,CITY,37,1998-04-30,hleuMG2H5,K
377,Grzegorz,Krawczyk,3209.73,2013-10-19,17342106490,ODDZ__068,Sprzedawca,Polska,Tatry,CITY,42,1995-06-21,BRWNi3Xwi,M
378,Kajetan,Krawczyk,8719.54,2004-02-07,84890426164,ODDZ__066,Glowny sprzedawca,Hiszpania,Barcelona,CITY,51,1993-09-15,jUW8mQ6mI,M
379,Przybysława,Krawczyk,7271.26,2016-11-14,90336870984,ODDZ__010,Sprzedawca,Hiszpania,Madryt,CITY,9,1998-12-11,soVROud06,K
380,Mauryn,Kiepski,5111.04,2005-07-05,16952727624,ODDZ__057,Mlodszy sprzedawca,Polska,Pomorze,CITY,14,1977-11-28,qgKxdB8Ei,M
381,Bazylissa,Kiepski,4147.23,2009-06-26,62648386294,ODDZ__03,Glowny sprzedawca,Polska,Mazury,CITY,0,1990-03-15,4uGum86su,K
382,Zachariasz,Krawczyk,5629.31,2011-12-01,26660930899,ODDZ__034,Glowny sprzedawca,Francja,Owernia,CITY,57,1993-02-13,os5xH8tI8,M
383,Mateusz,Kiepski,3282.04,2000-02-22,41404577310,ODDZ__00,Mlodszy sprzedawca,Polska,Tatry,CITY,50,1974-03-22,1DgvBSmVw,M
384,Franciszka,Kowalski,4950.10,2011-01-22,02209912991,ODDZ__099,Mlodszy sprzedawca,Polska,Pomorze,CITY,27,1986-08-09,CJPwKdcfi,K
385,Sulibor,Jopek,2307.67,2001-06-01,47448522932,ODDZ__053,Mlodszy sprzedawca,Polska,Bieszczady,CITY,49,1985-07-27,xT0wiSJKL,M
386,Seweryna,Nowak,7456.51,2009-02-23,88435045948,ODDZ__017,Mlodszy sprzedawca,Francja,Owernia,CITY,59,1976-09-19,DseQ6BIQp,K
387,Kunegunda,Nowak,9533.29,2012-07-17,13541010269,ODDZ__070,Sprzedawca,Hiszpania,Barcelona,CITY,3,1986-05-30,BgeHjogCy,K
388,Klet,Kiepski,4055.90,2004-07-21,86011789491,ODDZ__030,Glowny sprzedawca,Francja,Owernia,CITY,40,1983-02-23,XkEU73fQp,M
389,Larysa,Kiepski,6413.47,2002-08-18,16696621861,ODDZ__085,Glowny sprzedawca,Polska,Bieszczady,CITY,24,1979-12-13,UOQ2k3YLc,K
390,Weronika,Kowalski,2520.95,2005-09-21,78273776232,ODDZ__033,Mlodszy sprzedawca,Polska,Mazury,CITY,18,1983-11-30,bpD4220gd,K
391,Trzebowit,Nowak,2424.25,2008-05-04,39788915057,ODDZ__094,Sprzedawca,Hiszpania,Murcja,CITY,35,1978-03-18,65eNoKDep,M
392,Ludwik,Nowak,8104.37,2002-06-29,10708206561,ODDZ__048,Mlodszy sprzedawca,Polska,Bieszczady,CITY,41,1981-09-07,wF5UCv27c,M
393,Cyrus,Jopek,3974.87,2004-12-23,69140263497,ODDZ__07,Glowny sprzedawca,Polska,Mazury,CITY,32,1991-06-02,7x0LhsjJQ,M
394,Teodoryka,Kiepski,3710.68,2010-10-07,06548530521,ODDZ__051,Sprzedawca,Polska,Pomorze,CITY,27,1998-10-02,LeWDluk28,K
395,Bolesław,Kowalski,2376.60,2008-10-04,93800893941,ODDZ__050,Glowny sprzedawca,Francja,Akwitania,CITY,17,1975-03-21,TuYBTlR3w,M
396,Celestyna,Krawczyk,8234.59,2015-03-20,48774110596,ODDZ__04,Sprzedawca,Polska,Bieszczady,CITY,18,1985-10-04,Fv8dcRodR,K
397,Adelina,Nowak,7769.89,2002-10-26,50836143762,ODDZ__084,Sprzedawca,Francja,Burgundia,CITY,20,1977-02-06,Re1BCHER3,K
398,Mścisława,Jopek,3998.99,2003-03-26,35876839516,ODDZ__087,Mlodszy sprzedawca,Francja,Owernia,CITY,46,1985-08-18,6onivwQ58,K
399,Gwidon,Kiepski,7650.16,2012-12-13,46071927510,ODDZ__065,Sprzedawca,Francja,Akwitania,CITY,14,1989-02-19,XVNyEnToY,M
400,Lucjol,Nowak,6999.06,2004-05-07,84844760023,ODDZ__094,Sprzedawca,Hiszpania,Kantabria,CITY,58,1995-05-29,LRUj1YppY,M
401,Więczysław,Kiepski,4324.42,2008-03-17,05216588636,ODDZ__034,Sprzedawca,Francja,Owernia,CITY,6,1989-10-05,Bj8p4KWJj,M
402,Unisław,Kowalski,9619.02,2004-12-10,91138216316,ODDZ__051,Glowny sprzedawca,Hiszpania,Madryt,CITY,50,1976-01-25,Khu64bvvG,M
403,Wrócisław,Kowalski,2789.65,2001-08-20,80203157283,ODDZ__091,Sprzedawca,Polska,Bieszczady,CITY,0,1979-11-14,HooFKcLEf,M
404,Dyzma,Kiepski,9907.71,2007-08-04,35833706916,ODDZ__094,Sprzedawca,Francja,Akwitania,CITY,57,1984-09-21,irsb7hrbc,K
405,Bożeciecha,Kiepski,7619.04,2000-02-22,03085725535,ODDZ__07,Glowny sprzedawca,Polska,Mazury,CITY,33,1976-10-21,hqXtktwDh,K
406,Margareta,Kowalski,1940.21,2002-06-18,74704675397,ODDZ__041,Mlodszy sprzedawca,Hiszpania,Asturia,CITY,57,1988-01-23,IQC8jxVTq,K
407,Łazarz,Nowak,3845.65,2006-09-06,03557973034,ODDZ__093,Glowny sprzedawca,Hiszpania,Murcja,CITY,15,1973-10-22,jSfniyOkm,M
408,Gotfryd,Kowalski,9453.11,2009-08-26,76312799314,ODDZ__053,Sprzedawca,Francja,Owernia,CITY,15,1974-06-06,oXyU0CH02,M
409,Bazylissa,Jopek,8344.12,2010-06-02,94927250517,ODDZ__097,Mlodszy sprzedawca,Francja,Owernia,CITY,26,1982-05-04,t2hnfdlxw,K
410,Patrycjusz,Kiepski,9875.09,2002-12-17,73567964503,ODDZ__075,Mlodszy sprzedawca,Hiszpania,Nawarra,CITY,25,1975-09-27,ndSHHN7yE,M
411,Bożysław,Jopek,7134.68,2016-09-12,89431017369,ODDZ__020,Sprzedawca,Hiszpania,Asturia,CITY,59,1990-12-03,R4eeO8Js1,M
412,Szymon,Nowak,8954.38,2001-08-15,25992688385,ODDZ__069,Mlodszy sprzedawca,Hiszpania,Madryt,CITY,45,1998-03-02,i3PgVJ2YQ,M
413,Dobrowit,Jopek,2387.84,2008-06-12,58372315903,ODDZ__029,Glowny sprzedawca,Francja,Owernia,CITY,43,1980-09-19,RgSLBDF5L,M
414,Zbylut,Krawczyk,3409.11,2014-08-20,50494712737,ODDZ__036,Glowny sprzedawca,Hiszpania,Nawarra,CITY,8,1987-01-08,qNdpyp277,M
415,Mansfet,Krawczyk,5746.60,2011-10-02,99109449191,ODDZ__084,Glowny sprzedawca,Hiszpania,Nawarra,CITY,37,1987-03-21,yqwvy6pMO,M
416,Stronisława,Krawczyk,2064.49,2003-01-26,50664354507,ODDZ__023,Glowny sprzedawca,Polska,Pomorze,CITY,3,1988-05-25,KcFUhVv7d,K
417,Świętosław,Nowak,2763.61,2012-06-26,90790613317,ODDZ__061,Mlodszy sprzedawca,Francja,Burgundia,CITY,8,1981-01-13,T3NnwDyTp,M
418,Laurencja,Krawczyk,4099.32,2011-07-16,47135395654,ODDZ__098,Sprzedawca,Francja,Burgundia,CITY,54,1986-09-19,X4hjhWR77,K
419,Drogosław,Jopek,4967.01,2000-03-08,60849727394,ODDZ__031,Mlodszy sprzedawca,Francja,Akwitania,CITY,27,1988-09-24,qmnw2friE,M
420,Ernest,Kowalski,9907.39,2005-05-05,62780189554,ODDZ__045,Sprzedawca,Hiszpania,Asturia,CITY,24,1991-03-27,WcVRTlTWR,M
421,RenÃ©,Nowak,5249.78,2003-06-16,02877239849,ODDZ__03,Sprzedawca,Polska,Pomorze,CITY,17,1997-06-26,M7yhGR5vm,M
422,Flawian,Krawczyk,7220.81,2005-11-18,69261918331,ODDZ__035,Glowny sprzedawca,Hiszpania,Nawarra,CITY,32,1995-05-23,30yOmePId,M
423,Zygfryd,Jopek,3041.44,2006-03-30,38628842190,ODDZ__077,Sprzedawca,Francja,Owernia,CITY,38,1988-07-05,nUmoJMQlj,M
424,Wieńczysław,Kowalski,4462.63,2006-08-08,01547780687,ODDZ__031,Sprzedawca,Hiszpania,Nawarra,CITY,39,1987-10-12,gg7edjIxc,M
425,Euzebiusz,Jopek,7215.50,2004-06-11,68961841580,ODDZ__025,Mlodszy sprzedawca,Hiszpania,Murcja,CITY,8,1987-10-29,qfmqksdTi,M
