ID, Nazwa hotelu, Imie wlasciciela, Nazwisko Wlasciciela, Data powstania, Liczba gwiazdek, Liczba personelu, Nazwisko opiekuna, Imie opiekuna, Data urodzenia opiekuna, Plec opiekuna, Oddzial, Stanowisko, Kraj, Region, Miasto, Pensja, Waluta, Data zatrudnienia
10026,Mercurial,"Donat",Kiepski,1944-07-12,2,110,Krawczyk,"Maksym",1977-03-06,"M",ODDZ_HIS_007,Opiekun,Hiszpania,Asturia,CITY,1503.8551904920905,USD,2014-09-28
10079,Mercurial,"Paweł",Jopek,1981-10-02,1,176,Krawczyk,"Borzysława",1975-12-15,"K",ODDZ_HIS_005,Glowny opiekun,Hiszpania,Nawarra,CITY,7417.624452892862,EUR,2017-03-30
10018,Mercurial,"Otniel",Kiepski,1938-05-28,1,35,Krawczyk,"Ismena",1995-03-17,"K",ODDZ_FRA_001,Glowny opiekun,Francja,Burgundia,CITY,3201.031940300544,PLN,2012-05-23
10033,Plaza,"Herakles",Kiepski,1935-08-06,1,96,Kowalski,"Machabeusz",1992-02-08,"M",ODDZ_FRA_008,Glowny opiekun,Francja,Owernia,CITY,6984.071177418446,PLN,2004-01-17
10045,Plaza,"Augustyn",Nowak,1946-12-22,1,204,Kowalski,"Ganda",1974-04-27,"K",ODDZ_POL_009,Przewodnik,Polska,Mazury,CITY,3581.114823024576,EUR,2002-09-01
10081,Mercurial,"Trzebowit",Kiepski,1988-08-25,2,36,Kiepski,"Spirydion",1984-12-06,"M",ODDZ_HIS_008,Przewodnik,Hiszpania,Kantabria,CITY,2480.7211393671782,PLN,2011-10-10
10039,Plaza,"Bohdan",Krawczyk,2005-03-19,1,178,Kiepski,"Kwiatosława",1998-10-14,"K",ODDZ_POL_006,Glowny opiekun,Polska,Mazury,CITY,8430.490729344114,PLN,2010-10-13
10005,Mercurial,"Romuald",Jopek,1962-07-31,2,170,Nowak,"Amelia",1971-04-29,"K",ODDZ_HIS_005,Przewodnik,Hiszpania,Asturia,CITY,4854.006105058605,EUR,2003-06-30
10002,Plaza,"Marita",Kowalski,1937-02-16,3,76,Kowalski,"Justyn",1983-12-10,"M",ODDZ_FRA_008,Opiekun,Francja,Akwitania,CITY,7739.6109564584285,USD,2013-01-12
10097,Plaza,"Julita",Kiepski,1954-11-08,5,218,Jopek,"Beda",1992-09-24,"K",ODDZ_POL_006,Glowny opiekun,Polska,Pomorze,CITY,2580.223517463038,PLN,2011-06-04
10072,Mercurial,"Remigiusz",Krawczyk,1949-01-04,3,72,Jopek,"Alojza",1971-04-13,"K",ODDZ_HIS_004,Opiekun,Hiszpania,Murcja,CITY,6202.52483769265,EUR,2010-03-11
10053,Plaza,"Axel",Nowak,1941-03-30,5,225,Jopek,"Fides",1993-09-08,"M",ODDZ_FRA_005,Glowny opiekun,Francja,Owernia,CITY,8975.452075913792,PLN,2014-12-08
10094,Plaza,"Jozue",Kowalski,1931-05-19,4,137,Kowalski,"Boguchwał",1990-01-14,"M",ODDZ_HIS_008,Przewodnik,Hiszpania,Kantabria,CITY,6736.055753631423,PLN,2009-08-17
10040,Sheraton,"Przybysław",Krawczyk,1967-11-25,5,199,Nowak,"Lubomiła",1975-01-05,"K",ODDZ_POL_001,Glowny opiekun,Polska,Tatry,CITY,2510.3940412713196,PLN,2007-06-03
10020,Sheraton,"Bogumiła",Kowalski,1978-09-14,4,105,Kiepski,"Kunegunda",1970-01-30,"K",ODDZ_POL_002,Opiekun,Polska,Bieszczady,CITY,2346.694541109059,USD,2016-10-26
10022,Plaza,"Bartosz",Nowak,1998-05-16,1,89,Kiepski,"Lilian",1970-09-24,"M",ODDZ_HIS_005,Przewodnik,Hiszpania,Barcelona,CITY,6598.072194874953,USD,2016-02-03
10061,Plaza,"Renat",Jopek,1992-03-13,1,138,Krawczyk,"Telimena",1993-07-07,"K",ODDZ_POL_004,Glowny opiekun,Polska,Bieszczady,CITY,7033.005393580248,PLN,2014-03-29
10096,Mercurial,"Zenon",Kowalski,1983-10-19,5,183,Nowak,"Miron",1993-01-07,"M",ODDZ_POL_002,Glowny opiekun,Polska,Pomorze,CITY,5058.802188997719,PLN,2013-08-17
10085,Sheraton,"Małgorzata",Jopek,1970-02-16,4,113,Krawczyk,"Karena",1973-08-29,"K",ODDZ_HIS_007,Opiekun,Hiszpania,Madryt,CITY,6905.82116930446,USD,2004-01-28
10087,Sheraton,"Ulryka",Nowak,2012-05-21,5,224,Nowak,"Arnold",1973-09-13,"M",ODDZ_POL_009,Glowny opiekun,Polska,Tatry,CITY,7956.30488124122,USD,2006-05-27
10042,Mercurial,"Jarogniew",Kowalski,1930-04-14,5,155,Kowalski,"Eufemia",1984-03-03,"K",ODDZ_POL_001,Glowny opiekun,Polska,Mazury,CITY,5278.321767430398,USD,2002-06-29
10083,Sheraton,"Dobrawa",Kiepski,1949-05-17,3,76,Krawczyk,"Rupert",1973-11-16,"M",ODDZ_FRA_009,Przewodnik,Francja,Owernia,CITY,5908.377209274012,USD,2009-10-06
10028,Sheraton,"Ursyn",Kiepski,1969-06-25,3,224,Kiepski,"WrÃ³cimir",1991-12-10,"M",ODDZ_HIS_006,Glowny opiekun,Hiszpania,Barcelona,CITY,6957.822771071395,PLN,2013-03-16
10055,Plaza,"Grzymisław",Jopek,1991-05-12,4,72,Kiepski,"Stojsław",1983-07-08,"M",ODDZ_FRA_007,Przewodnik,Francja,Burgundia,CITY,2852.421800083246,EUR,2015-12-17
10037,Sheraton,"Cieszymir",Nowak,1934-10-01,2,147,Kowalski,"DobrowÃ³j",1973-04-18,"M",ODDZ_FRA_008,Glowny opiekun,Francja,Burgundia,CITY,2613.0965746179318,USD,2012-03-20
10035,Sheraton,"Albert",Nowak,2014-04-13,4,216,Jopek,"Ewdokia",1985-05-19,"K",ODDZ_POL_001,Opiekun,Polska,Tatry,CITY,5137.700352318881,USD,2006-04-08
10066,Sheraton,"Kazimiera",Kowalski,1974-10-16,1,152,Kiepski,"Lena",1997-03-26,"K",ODDZ_FRA_009,Glowny opiekun,Francja,Owernia,CITY,5415.880378558574,PLN,2007-07-23
10026,Mercurial,"Donat",Kiepski,1944-07-12,2,110,Nowak,"Herkules",1975-05-25,"M",ODDZ_HIS_007,Przewodnik,Hiszpania,Asturia,CITY,4812.605390425257,PLN,2010-03-19
10036,Sheraton,"Mieczysław",Jopek,1937-03-15,2,168,Nowak,"Dobromiła",1986-04-27,"K",ODDZ_POL_003,Opiekun,Polska,Bieszczady,CITY,3793.2645340117238,PLN,2011-07-29
10026,Mercurial,"Donat",Kiepski,1944-07-12,2,110,Jopek,"Beatryks",1980-05-04,"M",ODDZ_HIS_001,Opiekun,Hiszpania,Asturia,CITY,4021.7436256846395,EUR,2001-08-30
10059,Mercurial,"Radociech",Kowalski,1967-05-21,4,82,Kowalski,"Wszegniew",1994-04-27,"M",ODDZ_POL_005,Glowny opiekun,Polska,Pomorze,CITY,6364.3705881482,USD,2008-05-16
10084,Mercurial,"Trzebisław",Nowak,1953-12-15,1,77,Nowak,"Kaliksta",1997-10-24,"K",ODDZ_HIS_005,Przewodnik,Hiszpania,Asturia,CITY,9688.586148049206,PLN,2014-03-21
10037,Sheraton,"Cieszymir",Nowak,1934-10-01,2,147,Kiepski,"Żytomir",1998-12-09,"M",ODDZ_FRA_007,Przewodnik,Francja,Burgundia,CITY,9991.324730086748,PLN,2002-08-20
10093,Sheraton,"Efrem",Krawczyk,1955-02-08,4,208,Nowak,"Robert",1992-04-21,"M",ODDZ_POL_009,Glowny opiekun,Polska,Tatry,CITY,9761.91524110045,USD,2015-11-08
10078,Plaza,"Waleriana",Kiepski,1986-05-16,1,81,Nowak,"Dorian",1974-09-20,"M",ODDZ_POL_009,Glowny opiekun,Polska,Bieszczady,CITY,6429.78895563356,USD,2010-08-20
10059,Mercurial,"Radociech",Kowalski,1967-05-21,4,82,Kowalski,"Modesta",1994-06-12,"K",ODDZ_POL_006,Przewodnik,Polska,Pomorze,CITY,8653.616590750255,PLN,2004-11-17
10079,Mercurial,"Paweł",Jopek,1981-10-02,1,176,Kowalski,"Wawrzyn",1980-09-15,"M",ODDZ_HIS_009,Opiekun,Hiszpania,Nawarra,CITY,8030.086093718183,EUR,2017-05-30
10065,Sheraton,"Odo",Jopek,1949-06-12,3,228,Krawczyk,"Sądzimir",1988-05-13,"M",ODDZ_HIS_007,Opiekun,Hiszpania,Madryt,CITY,7906.004520599147,EUR,2016-03-02
10062,Plaza,"Radomiła",Jopek,1966-03-09,5,79,Nowak,"Wirgiliusz",1970-07-07,"M",ODDZ_FRA_003,Opiekun,Francja,Owernia,CITY,9130.831140336953,PLN,2012-05-19
10028,Sheraton,"Ursyn",Kiepski,1969-06-25,3,224,Krawczyk,"Olech",1971-06-16,"M",ODDZ_HIS_006,Glowny opiekun,Hiszpania,Barcelona,CITY,3004.3206084645863,EUR,2008-10-13
10022,Plaza,"Bartosz",Nowak,1998-05-16,1,89,Nowak,"Bogumiła",1976-04-23,"K",ODDZ_HIS_007,Przewodnik,Hiszpania,Barcelona,CITY,9647.762548752235,USD,2003-01-07
10003,Mercurial,"Ruprecht",Krawczyk,1970-01-13,5,175,Krawczyk,"Izydor",1998-02-03,"M",ODDZ_POL_008,Opiekun,Polska,Tatry,CITY,9800.443760254944,USD,2013-01-01
10016,Plaza,"Tomir",Nowak,1968-09-01,4,103,Kowalski,"Anatolia",1971-01-31,"K",ODDZ_FRA_002,Glowny opiekun,Francja,Akwitania,CITY,4284.954698642627,EUR,2003-05-03
10018,Mercurial,"Otniel",Kiepski,1938-05-28,1,35,Krawczyk,"Albina",1977-06-21,"K",ODDZ_FRA_002,Opiekun,Francja,Burgundia,CITY,1727.6186450723508,USD,2007-02-12
10062,Plaza,"Radomiła",Jopek,1966-03-09,5,79,Jopek,"Mokij",1995-05-25,"M",ODDZ_FRA_003,Przewodnik,Francja,Owernia,CITY,9387.16227930742,EUR,2000-09-29
10005,Mercurial,"Romuald",Jopek,1962-07-31,2,170,Kiepski,"Suliwoj",1995-05-27,"M",ODDZ_HIS_007,Glowny opiekun,Hiszpania,Asturia,CITY,2579.576457920706,PLN,2012-07-28
10024,Sheraton,"Dobrogost",Nowak,1988-10-25,5,152,Kiepski,"Faustyn",1991-01-06,"M",ODDZ_HIS_008,Glowny opiekun,Hiszpania,Nawarra,CITY,2886.067789885149,USD,2000-04-10
10091,Sheraton,"Abel",Krawczyk,1991-01-08,4,129,Kiepski,"Larysa",1998-09-27,"K",ODDZ_POL_002,Opiekun,Polska,Tatry,CITY,9689.322477213116,PLN,2003-11-11
10021,Sheraton,"Pius",Jopek,1956-11-25,2,203,Jopek,"Matron",1980-09-11,"M",ODDZ_POL_003,Opiekun,Polska,Pomorze,CITY,7734.08868636486,PLN,2012-03-10
10080,Plaza,"Irydion",Kowalski,1989-10-29,2,198,Krawczyk,"Kilian",1987-06-04,"M",ODDZ_HIS_002,Przewodnik,Hiszpania,Barcelona,CITY,2282.9007734071492,PLN,2000-10-16
10051,Mercurial,"Olaf",Kowalski,2005-12-11,4,115,Jopek,"Chociebor",1998-09-27,"M",ODDZ_FRA_002,Glowny opiekun,Francja,Owernia,CITY,3268.870063747012,USD,2001-04-04
10092,Sheraton,"Szczęsna",Kiepski,1998-10-20,4,114,Kiepski,"Albin",1998-10-31,"M",ODDZ_POL_007,Przewodnik,Polska,Bieszczady,CITY,7307.867854709191,PLN,2000-05-15
10071,Mercurial,"Donata",Kiepski,1943-11-23,3,37,Nowak,"Demetriusz",1986-07-14,"M",ODDZ_FRA_001,Glowny opiekun,Francja,Burgundia,CITY,9763.999008664561,USD,2015-01-29
10007,Sheraton,"Zenobiusz",Jopek,1954-09-13,4,81,Krawczyk,"Enema",1998-07-21,"K",ODDZ_HIS_006,Glowny opiekun,Hiszpania,Nawarra,CITY,9126.447516921964,EUR,2011-03-02
10051,Mercurial,"Olaf",Kowalski,2005-12-11,4,115,Jopek,"Domawit",1991-01-21,"M",ODDZ_FRA_005,Przewodnik,Francja,Owernia,CITY,4617.639566904952,PLN,2002-08-28
10094,Plaza,"Jozue",Kowalski,1931-05-19,4,137,Kiepski,"Męcimir",1970-04-15,"M",ODDZ_HIS_005,Opiekun,Hiszpania,Kantabria,CITY,4597.505675858258,EUR,2010-03-07
10062,Plaza,"Radomiła",Jopek,1966-03-09,5,79,Nowak,"Zenobiusz",1988-05-15,"M",ODDZ_FRA_007,Przewodnik,Francja,Owernia,CITY,4422.433532679107,USD,2015-04-10
10087,Sheraton,"Ulryka",Nowak,2012-05-21,5,224,Kowalski,"Rodryk",1996-01-27,"M",ODDZ_POL_006,Glowny opiekun,Polska,Tatry,CITY,7870.409579215152,PLN,2014-02-11
10064,Sheraton,"Sylwester",Jopek,1951-01-25,5,42,Krawczyk,"Materna",1989-12-15,"K",ODDZ_HIS_009,Przewodnik,Hiszpania,Barcelona,CITY,4961.240588719125,PLN,2012-08-21
10093,Sheraton,"Efrem",Krawczyk,1955-02-08,4,208,Kowalski,"Oleg",1994-04-18,"M",ODDZ_POL_001,Glowny opiekun,Polska,Tatry,CITY,9825.388573127104,EUR,2014-10-12
10099,Sheraton,"Bożywoj",Jopek,1967-08-25,2,186,Krawczyk,"Larysa",1990-09-10,"K",ODDZ_FRA_003,Glowny opiekun,Francja,Owernia,CITY,8123.676447775026,PLN,2000-08-15
10026,Mercurial,"Donat",Kiepski,1944-07-12,2,110,Kiepski,"Sądomir",1997-07-11,"M",ODDZ_HIS_006,Glowny opiekun,Hiszpania,Asturia,CITY,2948.130164987917,PLN,2010-05-20
10058,Plaza,"Dobrowiest",Jopek,1948-07-19,1,183,Krawczyk,"Świętosława",1981-07-01,"K",ODDZ_FRA_004,Opiekun,Francja,Burgundia,CITY,6023.50016076146,EUR,2012-11-18
10050,Sheraton,"Sędzisława",Krawczyk,1998-11-11,1,173,Krawczyk,"Strzeżysław",1992-03-18,"M",ODDZ_HIS_007,Przewodnik,Hiszpania,Nawarra,CITY,5365.832146164308,USD,2003-10-21
10013,Mercurial,"Wirgiliusz",Kowalski,1979-03-26,1,228,Jopek,"Pantaleon",1990-09-03,"M",ODDZ_HIS_004,Opiekun,Hiszpania,Murcja,CITY,8144.575892621193,EUR,2017-02-12
10081,Mercurial,"Trzebowit",Kiepski,1988-08-25,2,36,Kiepski,"Bogumił",1975-07-17,"M",ODDZ_HIS_007,Glowny opiekun,Hiszpania,Kantabria,CITY,4895.38082046751,USD,2014-10-21
10078,Plaza,"Waleriana",Kiepski,1986-05-16,1,81,Kowalski,"Sylwiusz",1988-09-30,"M",ODDZ_POL_008,Opiekun,Polska,Bieszczady,CITY,6039.667068254099,EUR,2006-09-22
10022,Plaza,"Bartosz",Nowak,1998-05-16,1,89,Jopek,"Modesta",1979-01-03,"K",ODDZ_HIS_005,Glowny opiekun,Hiszpania,Barcelona,CITY,7032.101740863684,EUR,2015-12-23
10063,Plaza,"Hermenegild",Kiepski,1979-09-08,1,124,Kowalski,"Błażej",1977-11-10,"M",ODDZ_FRA_002,Opiekun,Francja,Owernia,CITY,1895.3223565435176,EUR,2009-06-17
10049,Sheraton,"Aureliusz",Jopek,1947-01-13,3,163,Kiepski,"Miłosława",1972-09-05,"K",ODDZ_POL_006,Przewodnik,Polska,Mazury,CITY,8779.925385991879,PLN,2010-11-05
10028,Sheraton,"Ursyn",Kiepski,1969-06-25,3,224,Nowak,"Ludomił",1973-05-26,"M",ODDZ_HIS_004,Glowny opiekun,Hiszpania,Barcelona,CITY,8504.244152545489,USD,2001-01-27
10055,Plaza,"Grzymisław",Jopek,1991-05-12,4,72,Kiepski,"Sewerian",1992-02-22,"M",ODDZ_FRA_009,Opiekun,Francja,Burgundia,CITY,2884.0168931751887,PLN,2014-04-01
10028,Sheraton,"Ursyn",Kiepski,1969-06-25,3,224,Jopek,"Kirył",1990-10-14,"M",ODDZ_HIS_001,Opiekun,Hiszpania,Barcelona,CITY,8909.837437715316,USD,2013-02-13
10051,Mercurial,"Olaf",Kowalski,2005-12-11,4,115,Jopek,"Izydor",1970-09-11,"M",ODDZ_FRA_002,Glowny opiekun,Francja,Owernia,CITY,8481.24179385824,EUR,2004-07-26
10036,Sheraton,"Mieczysław",Jopek,1937-03-15,2,168,Kowalski,"Ditta",1998-04-29,"K",ODDZ_POL_006,Przewodnik,Polska,Bieszczady,CITY,9822.745176718026,EUR,2016-06-08
10003,Mercurial,"Ruprecht",Krawczyk,1970-01-13,5,175,Kowalski,"Herminia",1988-03-20,"K",ODDZ_POL_008,Przewodnik,Polska,Tatry,CITY,4007.804465091088,USD,2006-02-25
10064,Sheraton,"Sylwester",Jopek,1951-01-25,5,42,Jopek,"Feliksa",1995-08-05,"K",ODDZ_HIS_009,Przewodnik,Hiszpania,Barcelona,CITY,6006.524542405347,PLN,2011-03-03
10041,Mercurial,"Hermenia",Kowalski,1989-12-22,5,104,Kiepski,"Ariadna",1989-08-07,"K",ODDZ_POL_008,Opiekun,Polska,Pomorze,CITY,2158.242079026022,USD,2006-12-27
10003,Mercurial,"Ruprecht",Krawczyk,1970-01-13,5,175,Jopek,"Maksym",1976-03-14,"M",ODDZ_POL_001,Glowny opiekun,Polska,Tatry,CITY,8120.098484905408,EUR,2010-01-02
10058,Plaza,"Dobrowiest",Jopek,1948-07-19,1,183,Jopek,"Roderyk",1975-02-10,"M",ODDZ_FRA_001,Przewodnik,Francja,Burgundia,CITY,4577.595817404084,USD,2002-05-22
10038,Plaza,"Gustawa",Kowalski,1937-06-08,2,54,Kowalski,"Bartolomea",1970-06-04,"K",ODDZ_HIS_007,Przewodnik,Hiszpania,Kantabria,CITY,4055.8023199038266,PLN,2004-07-21
10018,Mercurial,"Otniel",Kiepski,1938-05-28,1,35,Kiepski,"Anastazja",1985-06-30,"K",ODDZ_FRA_001,Przewodnik,Francja,Burgundia,CITY,7758.501010479189,EUR,2006-12-31
10000,Sheraton,"Abdiasz",Jopek,2009-11-22,3,118,Krawczyk,"Klaudyna",1996-06-11,"K",ODDZ_POL_005,Opiekun,Polska,Pomorze,CITY,3415.681285898248,USD,2011-08-02
10046,Sheraton,"Wiaczesław",Nowak,2003-08-31,2,84,Nowak,"Krystyn",1995-02-26,"M",ODDZ_POL_008,Przewodnik,Polska,Tatry,CITY,9427.719295807328,PLN,2013-01-20
10077,Sheraton,"Bazylis",Kiepski,1968-12-24,3,78,Krawczyk,"Rafał",1974-01-18,"M",ODDZ_POL_003,Przewodnik,Polska,Tatry,CITY,8550.669243700924,PLN,2002-11-05
10010,Plaza,"Bożysława",Kiepski,1980-10-24,4,192,Nowak,"Waldemar",1976-02-11,"M",ODDZ_POL_003,Przewodnik,Polska,Tatry,CITY,8452.16198086511,EUR,2004-04-10
10029,Mercurial,"Konstantyn",Nowak,1955-03-13,2,197,Krawczyk,"Bernardeta",1985-03-04,"K",ODDZ_FRA_001,Glowny opiekun,Francja,Owernia,CITY,4274.182647618385,USD,2002-12-14
10089,Sheraton,"Ingrid",Krawczyk,1953-06-24,1,97,Jopek,"Marina",1974-07-27,"K",ODDZ_POL_008,Przewodnik,Polska,Pomorze,CITY,2555.953259730981,USD,2017-02-08
10037,Sheraton,"Cieszymir",Nowak,1934-10-01,2,147,Kiepski,"Bazyli",1974-08-09,"M",ODDZ_FRA_004,Przewodnik,Francja,Burgundia,CITY,9913.239153646851,USD,2004-09-12
10092,Sheraton,"Szczęsna",Kiepski,1998-10-20,4,114,Kiepski,"Jan Gwalbert",1979-06-17,"M",ODDZ_POL_001,Glowny opiekun,Polska,Bieszczady,CITY,9785.744768760216,USD,2010-08-27
10041,Mercurial,"Hermenia",Kowalski,1989-12-22,5,104,Kiepski,"Bazyli",1993-04-23,"M",ODDZ_POL_008,Glowny opiekun,Polska,Pomorze,CITY,4566.491210119097,EUR,2011-08-25
10037,Sheraton,"Cieszymir",Nowak,1934-10-01,2,147,Nowak,"Bronisława",1978-08-01,"K",ODDZ_FRA_006,Przewodnik,Francja,Burgundia,CITY,2827.3361129446794,EUR,2015-09-05
10020,Sheraton,"Bogumiła",Kowalski,1978-09-14,4,105,Krawczyk,"Teofila",1972-05-12,"K",ODDZ_POL_002,Opiekun,Polska,Bieszczady,CITY,3492.8130812719746,EUR,2016-07-24
10086,Sheraton,"Marietta",Krawczyk,1941-12-30,5,165,Jopek,"Odon",1974-12-08,"M",ODDZ_FRA_009,Przewodnik,Francja,Owernia,CITY,5043.7650112098445,PLN,2012-03-06
10033,Plaza,"Herakles",Kiepski,1935-08-06,1,96,Jopek,"Jacław",1972-06-17,"M",ODDZ_FRA_002,Przewodnik,Francja,Owernia,CITY,8031.5366315613355,EUR,2003-11-03
10033,Plaza,"Herakles",Kiepski,1935-08-06,1,96,Kowalski,"Jan",1995-06-01,"M",ODDZ_FRA_004,Glowny opiekun,Francja,Owernia,CITY,8543.037360547976,USD,2007-08-17
10043,Plaza,"Benedykt",Kowalski,2000-02-22,5,216,Krawczyk,"Dobromił",1980-12-23,"M",ODDZ_POL_007,Opiekun,Polska,Bieszczady,CITY,4985.989658504899,PLN,2016-05-28
10081,Mercurial,"Trzebowit",Kiepski,1988-08-25,2,36,Nowak,"Łucja",1980-04-27,"K",ODDZ_HIS_006,Przewodnik,Hiszpania,Kantabria,CITY,8134.3456849682625,EUR,2017-03-19
10077,Sheraton,"Bazylis",Kiepski,1968-12-24,3,78,Krawczyk,"Aisza",1980-04-03,"K",ODDZ_POL_002,Opiekun,Polska,Tatry,CITY,9298.679378377812,EUR,2003-05-10
10086,Sheraton,"Marietta",Krawczyk,1941-12-30,5,165,Kowalski,"Oskar",1986-01-16,"M",ODDZ_FRA_004,Opiekun,Francja,Owernia,CITY,1596.5838090801687,EUR,2013-03-05
10089,Sheraton,"Ingrid",Krawczyk,1953-06-24,1,97,Krawczyk,"Donald",1980-06-09,"M",ODDZ_POL_007,Opiekun,Polska,Pomorze,CITY,4268.297726553019,PLN,2005-10-20
10059,Mercurial,"Radociech",Kowalski,1967-05-21,4,82,Jopek,"Jarema",1996-10-27,"K",ODDZ_POL_005,Glowny opiekun,Polska,Pomorze,CITY,4098.677878517827,EUR,2017-01-09
10010,Plaza,"Bożysława",Kiepski,1980-10-24,4,192,Krawczyk,"Walter",1970-04-18,"M",ODDZ_POL_005,Przewodnik,Polska,Tatry,CITY,6516.426596904954,USD,2006-09-16
10058,Plaza,"Dobrowiest",Jopek,1948-07-19,1,183,Kowalski,"Świętochna",1986-06-10,"K",ODDZ_FRA_006,Opiekun,Francja,Burgundia,CITY,3264.258530299223,USD,2011-03-23
10099,Sheraton,"Bożywoj",Jopek,1967-08-25,2,186,Jopek,"Emanuel",1996-05-29,"M",ODDZ_FRA_008,Glowny opiekun,Francja,Owernia,CITY,8012.7988465927265,USD,2017-07-26
10054,Plaza,"Waleria",Krawczyk,1994-04-21,2,194,Nowak,"Neomiła",1991-03-11,"K",ODDZ_HIS_002,Opiekun,Hiszpania,Kantabria,CITY,8021.725351838516,PLN,2006-07-06
10035,Sheraton,"Albert",Nowak,2014-04-13,4,216,Jopek,"Czesemir",1985-02-20,"M",ODDZ_POL_006,Przewodnik,Polska,Tatry,CITY,8154.432711537976,PLN,2007-04-23
10017,Mercurial,"Angel",Jopek,1980-04-01,4,132,Kowalski,"Tamara",1994-08-27,"K",ODDZ_FRA_007,Przewodnik,Francja,Akwitania,CITY,2292.1646783385195,USD,2002-09-22
10052,Plaza,"Augustyn",Krawczyk,1987-07-25,1,150,Krawczyk,"Aneta",1989-11-17,"K",ODDZ_FRA_001,Glowny opiekun,Francja,Owernia,CITY,4843.0651635008835,EUR,2017-06-06
10036,Sheraton,"Mieczysław",Jopek,1937-03-15,2,168,Nowak,"Anatol",1994-11-19,"M",ODDZ_POL_001,Przewodnik,Polska,Bieszczady,CITY,4195.357987129983,USD,2009-09-29
10066,Sheraton,"Kazimiera",Kowalski,1974-10-16,1,152,Nowak,"Amalia",1976-12-03,"K",ODDZ_FRA_007,Przewodnik,Francja,Owernia,CITY,4218.825018732778,PLN,2016-12-03
10024,Sheraton,"Dobrogost",Nowak,1988-10-25,5,152,Nowak,"RenÃ©",1986-08-06,"M",ODDZ_HIS_009,Opiekun,Hiszpania,Nawarra,CITY,1920.1076558878851,EUR,2003-10-14
10081,Mercurial,"Trzebowit",Kiepski,1988-08-25,2,36,Kowalski,"Ksenia",1980-12-04,"K",ODDZ_HIS_001,Glowny opiekun,Hiszpania,Kantabria,CITY,3902.2639042764304,EUR,2005-02-24
10011,Mercurial,"Wiesława",Krawczyk,2004-12-26,5,128,Krawczyk,"Aureli",1998-02-23,"M",ODDZ_POL_007,Glowny opiekun,Polska,Tatry,CITY,2017.850622583183,USD,2014-02-09
10009,Plaza,"Wielisława",Nowak,1997-08-20,4,72,Krawczyk,"Klaudyna",1994-09-10,"K",ODDZ_FRA_008,Przewodnik,Francja,Owernia,CITY,1780.2437664896638,USD,2002-12-13
10044,Mercurial,"Radek",Jopek,1997-11-25,1,135,Kiepski,"Erast",1972-07-11,"M",ODDZ_FRA_004,Opiekun,Francja,Owernia,CITY,2346.3651930120013,EUR,2002-07-06
10021,Sheraton,"Pius",Jopek,1956-11-25,2,203,Kiepski,"Melania",1986-01-21,"K",ODDZ_POL_006,Przewodnik,Polska,Pomorze,CITY,7117.714268521482,PLN,2011-05-14
10075,Mercurial,"Ksaweryna",Nowak,1959-08-14,5,154,Kiepski,"Pryska",1984-01-10,"K",ODDZ_POL_001,Glowny opiekun,Polska,Mazury,CITY,5761.565534128384,EUR,2000-04-08
10023,Mercurial,"Rut",Jopek,1983-04-08,5,186,Nowak,"Leonida",1985-07-11,"K",ODDZ_FRA_002,Glowny opiekun,Francja,Owernia,CITY,2600.7002335959514,PLN,2001-09-28
10013,Mercurial,"Wirgiliusz",Kowalski,1979-03-26,1,228,Kiepski,"Niegosława",1998-04-02,"K",ODDZ_HIS_004,Przewodnik,Hiszpania,Murcja,CITY,7046.699408543283,PLN,2009-10-30
10077,Sheraton,"Bazylis",Kiepski,1968-12-24,3,78,Nowak,"Rena",1979-09-16,"K",ODDZ_POL_003,Przewodnik,Polska,Tatry,CITY,5427.908603410693,EUR,2010-08-26
10053,Plaza,"Axel",Nowak,1941-03-30,5,225,Kowalski,"Dzierżykraj",1992-02-14,"M",ODDZ_FRA_009,Glowny opiekun,Francja,Owernia,CITY,4807.138775275085,EUR,2009-06-11
10054,Plaza,"Waleria",Krawczyk,1994-04-21,2,194,Kowalski,"Achilles",1974-11-06,"M",ODDZ_HIS_004,Przewodnik,Hiszpania,Kantabria,CITY,6180.891294979634,EUR,2000-04-23
10053,Plaza,"Axel",Nowak,1941-03-30,5,225,Kowalski,"Bjorn",1980-11-03,"M",ODDZ_FRA_003,Opiekun,Francja,Owernia,CITY,6836.767572949003,USD,2008-09-01
10015,Plaza,"Miromir",Krawczyk,1993-04-02,1,192,Nowak,"Bogusąd",1980-06-09,"M",ODDZ_POL_005,Przewodnik,Polska,Mazury,CITY,3790.5704353294273,USD,2000-02-09
10016,Plaza,"Tomir",Nowak,1968-09-01,4,103,Jopek,"Miron",1970-03-05,"M",ODDZ_FRA_002,Przewodnik,Francja,Akwitania,CITY,2057.9336127167076,PLN,2007-03-10
10064,Sheraton,"Sylwester",Jopek,1951-01-25,5,42,Krawczyk,"Lew",1994-05-26,"M",ODDZ_HIS_009,Przewodnik,Hiszpania,Barcelona,CITY,2132.8744929886416,PLN,2007-04-14
10076,Mercurial,"Lucyna",Nowak,1989-12-27,1,200,Kiepski,"Uniewit",1975-03-16,"M",ODDZ_FRA_002,Przewodnik,Francja,Owernia,CITY,3294.6517438696656,EUR,2007-07-31
10058,Plaza,"Dobrowiest",Jopek,1948-07-19,1,183,Jopek,"Margot",1990-01-31,"K",ODDZ_FRA_004,Przewodnik,Francja,Burgundia,CITY,9806.796519130938,PLN,2014-02-28
